SubjectID_submitter,SampleID_submitter,Sample: Organism,Sample: Biosample type,Sample: Biosample description,Protocol: Material_type,Protocol: Assay,Protocol: Antibody,"Protocol: Platform (RNA-Seq, WGS)",Sample: Life_stage,Sample: Treatment,Sample: Material_amount,Sample: RIN,Protocol: Extraction_brief,Protocol: Experiment_description_brief,Protocol: Run_type,Protocol: Library_info_brief,Protocol: Read_length,Data contribution
NR,R5647192-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R5972272-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6013281-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6103640-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6152556-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6216782-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6284240-PCC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6429301-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6600608-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6681721-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R6796261-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7029629-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7063792-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7269950-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7287798-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7391979-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7423003-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7559268-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7645936-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7650779-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7844746-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,9.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7891149-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R7986223-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8003745-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8059669-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8130934-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8261694-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8288288-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8292982-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.2,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8434166-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8492506-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8542703-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8718712-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8756461-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8900496-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8915904-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R8976116-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9001803-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.2,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9064073-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9085798-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9540861-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
