CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,PATHWAY_STATUS,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,SHORT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PLANT_CYC,PUBCHEM,PLATFORM
100009335,402,53262,179349,Lipid,Fatty Acid Metabolism (Acyl Choline),1947,,NAMED,,O=C(CCCCCC/C=[C-]/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C,dihomo-linolenoyl-choline,dihomo-linolenoyl-choline,,,,,,,LC/MS Pos Late
100009336,402,53258,179343,Lipid,Fatty Acid Metabolism (Acyl Choline),1953,,NAMED,,O=C(CCC/[C-]=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)OCC[N+](C)(C)C,eicosapentaenoylcholine,eicosapentaenoylcholine,,,,,,,LC/MS Pos Late
100009337,209,53254,179173,Xenobiotics,Food Component/Plant,5200,,NAMED,SNVAIAITQIIEMQ-DUXPYHPUBQ,OS(OC1=CC=C(C=C1O)/C=C/C(O)=O)(=O)=O,caffeic acid sulfate,caffeic acid sulfate,,30777608,HMDB0041708,,,21668705,LC/MS Neg
100009394,209,57652,212703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1566,,NAMED,WPJGPAAPSBVXNU-HZJYTTRNBL,CCCCC/C=C\C/C=C\CCCCCC(O)=O,hexadecadienoate (16:2n6),hexadecadienoate (16:2n6),28290-73-5,13628094,HMDB0000477,,,13932172,LC/MS Neg
100009406,402,53223,178791,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1885,,NAMED,JFAGPSOZZSTLRF-KHPPLWFEBO,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC,palmitoleoylcarnitine (C16:1)*,palmitoleoylcarnitine (C16:1)*,,28639183,,,,71464547,LC/MS Pos Late
100009413,209,57585,212142,Xenobiotics,Chemical,6235,,NAMED,QCXJEYYXVJIFCE-UHFFFAOYAT,CC(NC1=CC=C(C(O)=O)C=C1)=O,4-acetamidobenzoate,4-acetamidobenzoate,556-08-1,18177,,D03836,,6918889,LC/MS Neg
100010839,402,54691,180906,Lipid,Lysoplasmalogen,2839,,NAMED,,O=P(O)(OCCN)OC[C@@](OC(CCCCCCC/C=C\CCCCCCCC)=O)([H])CO/C=C\CCCCCC/C=C\CCCCCCCC,1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,,24769325,HMDB0011441,,,53480897,LC/MS Pos Late
100010869,305,57547,211434,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",429,,NAMED,AOWPAWLEXIYETE-UHFFFAOYAH,OC(C)(C(O)=O)C(C)O,"2,3-dihydroxy-2-methylbutyrate","2,3-dihydroxy-2-methylbutyrate",14868-24-7,266858,HMDB0029576,,,301941,LC/MS Polar
100010895,400,57554,211532,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4262,,NAMED,RFCQJGFZUQFYRF-ZOQUXTDFBZ,O=C1N(C=CC(N)=N1)[C@@H]([C@H](OC)[C@@H]2O)O[C@@H]2CO,2'-O-methylcytidine,2'-O-methylcytidine,2140-72-9,133067,,,,150971,LC/MS Pos Early
100010896,209,57655,212709,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4221,,NAMED,SXUXMRMBWZCMEN-ZOQUXTDFBL,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(NC2=O)=O)CO)O,2'-O-methyluridine,2'-O-methyluridine,2140-76-3,92343,,,,102212,LC/MS Neg
100010901,400,55015,208464,Peptide,Gamma-glutamyl Amino Acid,640,,NAMED,LNLLNTMHVMIMOG-YUMQZZPRBS,O=C(N[C@@H](CCCCN)C(O)=O)CC[C@H](N)C(O)=O,gamma-glutamyl-alpha-lysine,gamma-glutamyl-alpha-lysine,,58747,,,,65254,LC/MS Pos Early
100010917,402,54942,208027,Lipid,Diacylglycerol,2905,,NAMED,,CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,,,HMDB0007102,C13861,,5282283,LC/MS Pos Late
100010919,402,54946,208031,Lipid,Diacylglycerol,2924,,NAMED,,OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,,,HMDB0007218,,,9543716,LC/MS Pos Late
100010922,402,54955,208040,Lipid,Diacylglycerol,2941,,NAMED,,OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H],linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,HMDB0007257,,,9543796,LC/MS Pos Late
100010923,402,54956,208041,Lipid,Diacylglycerol,2942,,NAMED,,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,,,HMDB0007257,,,9543796,LC/MS Pos Late
100010925,402,54958,208043,Lipid,Diacylglycerol,2914,,NAMED,,CCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,,,HMDB0007112,,,9543736,LC/MS Pos Late
100010927,402,54964,208049,Lipid,Diacylglycerol,2934,,NAMED,,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,,,HMDB0007250,,,9543737,LC/MS Pos Late
100010930,402,54967,208052,Lipid,Diacylglycerol,2911,,NAMED,,CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,,,HMDB0007132,,,9543699,LC/MS Pos Late
100010936,402,54960,208045,Lipid,Diacylglycerol,2939,,NAMED,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,,,HMDB0007228,,,9543786,LC/MS Pos Late
100010937,402,54961,208046,Lipid,Diacylglycerol,2940,,NAMED,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,,,HMDB0007228,,,9543786,LC/MS Pos Late
100010940,402,54966,208051,Lipid,Diacylglycerol,2889,,NAMED,,CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",,,,,,,LC/MS Pos Late
100010945,402,54980,208065,Lipid,Lactosylceramides (LCER),3088,,NAMED,VOZHMDQUIRUFQW-LOTHNZFDBV,O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)N([H])C(CCCCCCCCCCCCCCCCC)=O)O[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@@H]2O,lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*,lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*,,8435601,HMDB0011591,,,10260120,LC/MS Pos Late
100010949,402,57450,211104,Lipid,Diacylglycerol,2937,,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,,,HMDB0007170,C00165,,6438587,LC/MS Pos Late
100010950,402,57449,211103,Lipid,Diacylglycerol,2938,,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,,,HMDB0007170,,,6438587,LC/MS Pos Late
100010951,402,54994,208087,Lipid,Phosphatidylinositol (PI),2561,,NAMED,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP(O)(OC1C(O)C(O)C(O)C(O)C1O)=O)=O,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,,,,,,,LC/MS Pos Late
100010955,209,57564,212104,Xenobiotics,Chemical,6187,,NAMED,YFSUTJLHUFNCNZ-UHFFFAOYAS,O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O,perfluorooctanesulfonate (PFOS),perfluorooctanesulfonate (PFOS),1763-23-1,67068,HMDB0059586,C18142,,74483,LC/MS Neg
100015616,402,57387,210930,Lipid,Diacylglycerol,2943,,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*,,,HMDB0056061,,,,LC/MS Pos Late
100015617,402,57368,210895,Lipid,Diacylglycerol,2944,,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*,,,,,,,LC/MS Pos Late
100015618,402,57373,210900,Lipid,Diacylglycerol,2916,,NAMED,,CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,,,HMDB0007121,,,9543827,LC/MS Pos Late
100015620,402,57370,210897,Lipid,Lactosylceramides (LCER),3091,,NAMED,MKOKWBRPIBQYJJ-VMHDMWLQBO,[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,,24846896,,,,,LC/MS Pos Late
100015624,402,57372,210899,Lipid,Ceramides,3033,,NAMED,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,N-behenoyl-sphingadienine (d18:2/22:0)*,N-behenoyl-sphingadienine (d18:2/22:0)*,,,,,,,LC/MS Pos Late
100015625,402,57421,211074,Lipid,Hexosylceramides (HCER),3068,,NAMED,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,,,,,,,LC/MS Pos Late
100015632,402,57417,211069,Lipid,Ceramides,3032,,NAMED,,CCCCCCCCCCCCCCCCCC(NC(C(O)/C=C/CCCCCCCC/C=C/CCC)CO)=O,N-stearoyl-sphingadienine (d18:2/18:0)*,N-stearoyl-sphingadienine (d18:2/18:0)*,,,,,,132282053,LC/MS Pos Late
100015637,209,57663,212725,Lipid,"Fatty Acid, Monohydroxy",1974,,NAMED,RPGJJWLCCOPDAZ-UHFFFAOYAL,CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,2-hydroxybehenate,2-hydroxybehenate,,167899,HMDB0061660,,,193484,LC/MS Neg
100015638,209,61698,217999,Lipid,"Fatty Acid, Monohydroxy",1976,,NAMED,UFOOFOUFKSIFCD-KTKRTIGZBH,OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC,2-hydroxynervonate*,2-hydroxynervonate*,,4472208,,,,5312783,LC/MS Neg
100015640,209,57659,212717,Lipid,Endocannabinoid,2198,,NAMED,BFVRFWIQTACAPT-KRWDZBQOBQ,O=C(CCCCCCCCCCCCCCC)N([H])[C@H](C(O)=O)CO,N-palmitoylserine,N-palmitoylserine,"58725-46-5,474943-14-1",4956046,,,,6453686,LC/MS Neg
100015641,209,57664,212727,Lipid,Endocannabinoid,2196,,NAMED,MBDKGXAMSZIDKF-KTKRTIGZBQ,CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O,N-oleoylserine,N-oleoylserine,,21466990,,,,44190514,LC/MS Neg
100015643,402,57426,211079,Lipid,Sphingolipid Synthesis,3002,,NAMED,KWDXKYNWAKMLKK-YQMRQDNGBF,OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H],sphingadienine,sphingadienine,25696-03-1,4952479,,,,6449795,LC/MS Pos Late
100015666,400,57404,211020,Lipid,Phospholipid Metabolism,2241,,NAMED,ZWZWYGMENQVNFU-AKGZTFGVBY,OC([C@@H](N)COP(OCC(CO)O)(O)=O)=O,glycerophosphoserine*,glycerophosphoserine*,,2339060,,,,3081457,LC/MS Pos Early
100015694,402,57418,211071,Lipid,Hexosylceramides (HCER),3055,,NAMED,DSRCOSQOBBICFU-ZEBCDLEKBH,[H][C@](NC(CCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@@H](CO)O1)O)[C@@](O)([H])CCCCCCCCCCCCCCC,glycosyl-N-stearoyl-sphinganine (d18:0/18:0)*,glycosyl-N-stearoyl-sphinganine (d18:0/18:0)*,,4881995,,,,6321364,LC/MS Pos Late
100015696,402,57419,211072,Lipid,Hexosylceramides (HCER),3067,,NAMED,,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCCCCCC)=O,glycosyl-N-stearoyl-sphingadienine (d18:2/18:0)*,glycosyl-N-stearoyl-sphingadienine (d18:2/18:0)*,,,,,,,LC/MS Pos Late
100015700,402,57451,211105,Lipid,Hexosylceramides (HCER),3070,,NAMED,,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,glycosyl-N-nervonoyl-sphingadienine (d18:2/24:1)*,glycosyl-N-nervonoyl-sphingadienine (d18:2/24:1)*,,,,,,,LC/MS Pos Late
100015714,402,57423,211076,Lipid,Hexosylceramides (HCER),3059,,NAMED,DFELABABMXOKTD-QIKWIXAXBO,[H][C@](NC(CCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@@H](CO)O1)O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,glycosyl-N-arachidoyl-sphingosine (d18:1/20:0)*,glycosyl-N-arachidoyl-sphingosine (d18:1/20:0)*,,4881989,HMDB0004973,,,6321358,LC/MS Pos Late
100015715,402,57425,211078,Lipid,Lactosylceramides (LCER),3089,,NAMED,FGJIXPPBZNPEHW-CWKGUOASBA,[H][C@](NC(CCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,lactosyl-N-arachidoyl-sphingosine (d18:1/20:0)*,lactosyl-N-arachidoyl-sphingosine (d18:1/20:0)*,,24846892,HMDB0011593,C01290,,53481000,LC/MS Pos Late
100015724,402,57427,211080,Lipid,Sphingosines,3168,,NAMED,RBEJCQPPFCKTRZ-LHMZYYNSBN,OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCCC,heptadecasphingosine (d17:1),heptadecasphingosine (d17:1),6918-48-5,4446670,,,,5283557,LC/MS Pos Late
100015727,402,57437,211091,Lipid,Ceramides,3051,,NAMED,,OC(/C=C/CCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"ceramide (d16:1/24:1, d18:1/22:1)*","ceramide (d16:1/24:1, d18:1/22:1)*",,,,,,,LC/MS Pos Late
100015728,402,57455,211109,Lipid,Hexosylceramides (HCER),3061,,NAMED,,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCC/C=C/CCCCCCCCCC)=O)COC1OC(CO)C(O)C(O)C1O,glycosyl-N-erucoyl-sphingosine (d18:1/22:1)*,glycosyl-N-erucoyl-sphingosine (d18:1/22:1)*,,,,,,,LC/MS Pos Late
100015735,402,57432,211086,Lipid,Ceramides,3047,,NAMED,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O,"ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*",,,,,,,LC/MS Pos Late
100015737,402,57434,211088,Lipid,Ceramides,3048,,NAMED,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O,"ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*",,,,,,,LC/MS Pos Late
100015744,402,57443,211097,Lipid,Ceramides,3052,,NAMED,,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO,"ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*",,,,,,,LC/MS Pos Late
100015748,402,57445,211099,Lipid,Hexosylceramides (HCER),3069,,NAMED,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,,,,,,,LC/MS Pos Late
100015749,402,57446,211100,Lipid,Hexosylceramides (HCER),3062,,NAMED,,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCC/C=C/CCCCCCCCCCC)=O)COC1OC(CO)C(O)C(O)C1O,glycosyl-N-tricosenoyl-sphingosine (d18:1/23:1)*,glycosyl-N-tricosenoyl-sphingosine (d18:1/23:1)*,,,,,,,LC/MS Pos Late
100015752,402,57444,211098,Lipid,Hexosylceramides (HCER),3064,,NAMED,,O=C(C(O)CCCCCCCCCCCC/C=C\CCCCCCCC)NC(COC1OC(CO)C(O)C(O)C1O)C(O)/C=C/CCCCCCCCCCCCC,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,,,,,,,LC/MS Pos Late
100015755,402,57440,211094,Lipid,Ceramides,3050,,NAMED,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCCCCC)=O,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",,,,,,,LC/MS Pos Late
100015756,402,57458,211112,Lipid,Hexosylceramides (HCER),3071,,NAMED,,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCCC)=O,glycosyl-N-pentacosenoyl-sphingadienine (d18:2/25:1)*,glycosyl-N-pentacosenoyl-sphingadienine (d18:2/25:1)*,,,,,,,LC/MS Pos Late
100015760,402,57463,211119,Lipid,Fatty Acid Metabolism (Acyl Choline),1948,,NAMED,,C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O,linoleoylcholine*,linoleoylcholine*,,,HMDB0013213,,,53481656,LC/MS Pos Late
100015762,209,57467,211123,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1574,,NAMED,,CCCCC/C=C/C/C=C/C/C=C/CCCCCCCCC(O)=O,docosatrienoate (22:3n6)*,docosatrienoate (22:3n6)*,,,,,,75955220,LC/MS Neg
100015776,402,57794,213773,Xenobiotics,Drug - Gastrointestinal,5733,,NAMED,FELGMEQIXOGIFQ-UHFFFAOYAL,CC1=NC=CN1CC2CCC3=C(C2=O)c4c(N3C)cccc4,ondansetron,ondansetron,99614-02-5,4434,HMDB0005035,C07325,,4595,LC/MS Pos Late
100015777,402,57695,213183,Xenobiotics,Drug - Gastrointestinal,5731,,NAMED,PWWVAXIEGOYWEE-UHFFFAOYAG,CC(N(C)C)CN1c2c(Sc3ccccc31)cccc2,promethazine,promethazine,58-33-3,4758,HMDB0015202,C07404,,4927,LC/MS Pos Late
100015778,402,57807,213781,Xenobiotics,Drug - Other,6000,,NAMED,OCJYIGYOJCODJL-UHFFFAOYAY,Cc1cc(CN2CCN(C(c3ccc(Cl)cc3)c4ccccc4)CC2)ccc1,meclizine,meclizine,569-65-3,3894,HMDB0014875,C07116,,4034,LC/MS Pos Late
100015782,400,57666,213071,Xenobiotics,Drug - Gastrointestinal,5734,,NAMED,TTWJBBZEZQICBI-UHFFFAOYAD,CCN(CC/N=C(O)/c1c(OC)cc(N)c(Cl)c1)CC,metoclopramide,metoclopramide,364-62-5,4024,HMDB0015363,"C07868,D00726,
DG00055",,4168,LC/MS Pos Early
100015783,400,57691,213109,Xenobiotics,Drug - Psychoactive,5885,,NAMED,PHLBKPHSAVXXEF-UHFFFAOYAD,O=c1n(cccc2)c2nn1CCCN3CCN(c4cc(Cl)ccc4)CC3,trazadone,trazadone,19794-93-5,5332,HMDB0014794,"C07156,D08626",,5533,LC/MS Pos Early
100015785,209,57810,213739,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1565,,NAMED,YHGJECVSSKXFCJ-KUBAVDMBBQ,OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,nisinate (24:6n3),nisinate (24:6n3),68378-49-4,9967286,HMDB0013025,,,11792612,LC/MS Neg
100015786,402,57476,211139,Lipid,Dihydrosphingomyelins,3102,,NAMED,,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*",,,,,,,LC/MS Pos Late
100015787,402,57475,211138,Lipid,Sphingomyelins,3120,,NAMED,,CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O,"sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*",,,,,,,LC/MS Pos Late
100015788,402,57474,211137,Lipid,Sphingomyelins,3109,,NAMED,,[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,sphingomyelin (d18:2/18:1)*,sphingomyelin (d18:2/18:1)*,,,HMDB0001348,,,52931155,LC/MS Pos Late
100015791,402,57482,211145,Lipid,Sphingomyelins,3110,,NAMED,,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,sphingomyelin (d18:2/23:1)*,sphingomyelin (d18:2/23:1)*,,,,,,,LC/MS Pos Late
100015831,402,57511,211212,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1892,,NAMED,,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenoylcarnitine (C18:3)*,linolenoylcarnitine (C18:3)*,,,,,,,LC/MS Pos Late
100015832,402,57514,211215,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1868,,NAMED,IUMXSSOVGPXXJL-UHFFFAOYAY,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC,behenoylcarnitine (C22)*,behenoylcarnitine (C22)*,,28639204,HMDB0062468,,,71464577,LC/MS Pos Late
100015833,402,57513,211214,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1867,,NAMED,SVJLJQBGUITFLI-UHFFFAOYAV,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC,arachidoylcarnitine (C20)*,arachidoylcarnitine (C20)*,,28639199,HMDB0006460,,,53477833,LC/MS Pos Late
100015834,402,57515,211216,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1869,,NAMED,,O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,lignoceroylcarnitine (C24)*,lignoceroylcarnitine (C24)*,,,,,,,LC/MS Pos Late
100015835,402,57516,211217,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1870,,NAMED,KOCKWDDTAHPJSX-UHFFFAOYAQ,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O,cerotoylcarnitine (C26)*,cerotoylcarnitine (C26)*,,35015992,HMDB0006347,,,53477828,LC/MS Pos Late
100015836,402,57517,211218,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1890,,NAMED,,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC,ximenoylcarnitine (C26:1)*,ximenoylcarnitine (C26:1)*,,,,,,,LC/MS Pos Late
100015837,402,57518,211219,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1894,,NAMED,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O,arachidonoylcarnitine (C20:4),arachidonoylcarnitine (C20:4),,,HMDB0006455,,,136212424,LC/MS Pos Late
